date,CO,NO,NOX,NO2,O3,PM10,PM25,RH,SO2,TMP,WDR,WSP,year,month,day,hour,minute,traffic
2024-04-05 04:00:00,0.1789772727272727,0.0833333333333333,0.1736111111111111,0.3076923076923077,0.0067114093959731,0.0493827160493827,0.1304347826086956,0.5108695652173912,0.35,0.1904761904761904,0.1949860724233983,0.1666666666666667,2024,4,5,4,0,1.0
2024-04-05 05:00:00,0.1732954545454545,0.0595238095238095,0.1631944444444444,0.3516483516483517,0.0067114093959731,0.1265432098765432,0.3188405797101449,0.5978260869565217,0.3833333333333333,0.1904761904761904,0.2367688022284122,0.0833333333333333,2024,4,5,5,0,1.0
2024-04-05 06:00:00,0.2357954545454545,0.1388888888888889,0.2395833333333333,0.3626373626373626,0.0067114093959731,0.1512345679012345,0.3768115942028985,0.6521739130434782,0.5166666666666666,0.1428571428571429,0.2172701949860724,0.1388888888888888,2024,4,5,6,0,1.0
2024-04-05 07:00:00,0.3664772727272727,0.2857142857142857,0.3645833333333333,0.3626373626373626,0.0134228187919463,0.1635802469135802,0.3478260869565217,0.6739130434782608,0.4166666666666667,0.1428571428571429,0.1615598885793871,0.1111111111111111,2024,4,5,7,0,1.0
2024-04-05 08:00:00,0.2954545454545454,0.2063492063492063,0.2847222222222222,0.3296703296703296,0.0335570469798657,0.191358024691358,0.4057971014492753,0.6304347826086956,0.3333333333333333,0.1428571428571429,0.1559888579387186,0.1666666666666667,2024,4,5,8,0,1.0
2024-04-05 09:00:00,0.2329545454545454,0.119047619047619,0.2083333333333333,0.3296703296703296,0.087248322147651,0.1512345679012345,0.2463768115942028,0.5543478260869564,0.4166666666666667,0.238095238095238,0.1532033426183844,0.1944444444444444,2024,4,5,9,0,1.0
2024-04-05 10:00:00,0.2329545454545454,0.0833333333333333,0.2013888888888889,0.4065934065934066,0.1812080536912751,0.1543209876543209,0.3333333333333333,0.4347826086956521,0.4666666666666667,0.3333333333333333,0.0863509749303621,0.1388888888888888,2024,4,5,10,0,1.0
2024-04-05 11:00:00,0.1789772727272727,0.0436507936507936,0.1388888888888889,0.3296703296703296,0.3020134228187919,0.1759259259259259,0.4492753623188406,0.3152173913043478,0.25,0.4761904761904761,0.2284122562674094,0.1666666666666667,2024,4,5,11,0,0.8869999994834264
2024-04-05 12:00:00,0.1164772727272727,0.0198412698412698,0.0729166666666666,0.1758241758241758,0.3691275167785235,0.1419753086419753,0.391304347826087,0.2282608695652174,0.1333333333333333,0.5714285714285713,0.0362116991643454,0.1944444444444444,2024,4,5,12,0,1.0
2024-04-05 13:00:00,0.0852272727272727,0.0079365079365079,0.0381944444444444,0.0879120879120879,0.4765100671140939,0.0771604938271604,0.2318840579710145,0.2065217391304347,0.0666666666666666,0.619047619047619,0.5013927576601672,0.25,2024,4,5,13,0,0.8832000017166137
2024-04-05 14:00:00,0.0596590909090909,0.0039682539682539,0.0173611111111111,0.0439560439560439,0.4429530201342282,0.095679012345679,0.217391304347826,0.2065217391304347,0.05,0.7142857142857143,0.2869080779944289,0.3611111111111111,2024,4,5,14,0,1.0
2024-04-05 15:00:00,0.065340909090909,0.0039682539682539,0.0138888888888888,0.0329670329670329,0.4966442953020133,0.1450617283950617,0.2608695652173913,0.2065217391304347,0.05,0.7142857142857143,0.1615598885793871,0.3888888888888889,2024,4,5,15,0,1.0
2024-04-05 16:00:00,0.0767045454545454,0.0039682539682539,0.0173611111111111,0.0439560439560439,0.4899328859060403,0.1543209876543209,0.1594202898550724,0.2282608695652174,0.05,0.7142857142857143,0.2479108635097492,0.4166666666666667,2024,4,5,16,0,1.0
2024-04-05 17:00:00,0.0823863636363636,0.0079365079365079,0.0243055555555555,0.0549450549450549,0.3959731543624161,0.1543209876543209,0.2608695652173913,0.2391304347826087,0.05,0.7142857142857143,0.5933147632311978,0.638888888888889,2024,4,5,17,0,1.0
2024-04-05 18:00:00,0.0880681818181818,0.0079365079365079,0.0243055555555555,0.0659340659340659,0.2953020134228188,0.1635802469135802,0.3043478260869565,0.2717391304347826,0.0333333333333333,0.6666666666666666,0.5515320334261838,0.6666666666666667,2024,4,5,18,0,0.8839999914169312
2024-04-05 19:00:00,0.09375,0.0079365079365079,0.0312499999999999,0.0879120879120879,0.2550335570469799,0.1635802469135802,0.217391304347826,0.3152173913043478,0.05,0.619047619047619,0.4818941504178273,0.5555555555555557,2024,4,5,19,0,1.0
2024-04-05 20:00:00,0.1051136363636363,0.0039682539682539,0.0381944444444444,0.1098901098901099,0.2147651006711409,0.1049382716049382,0.1594202898550724,0.3369565217391304,0.0333333333333333,0.5714285714285713,0.50974930362117,0.4166666666666667,2024,4,5,20,0,1.0
2024-04-05 21:00:00,0.1193181818181818,0.0079365079365079,0.0451388888888888,0.1208791208791209,0.174496644295302,0.0586419753086419,0.1014492753623188,0.3478260869565217,0.0333333333333333,0.5238095238095238,0.6239554317548747,0.3333333333333333,2024,4,5,21,0,1.0
2024-04-05 22:00:00,0.1676136363636363,0.0079365079365079,0.0763888888888889,0.2197802197802198,0.087248322147651,0.0462962962962962,0.1014492753623188,0.3478260869565217,0.0333333333333333,0.4761904761904761,0.479108635097493,0.1944444444444444,2024,4,5,22,0,1.0
2024-04-05 23:00:00,0.1875,0.0119047619047619,0.0902777777777777,0.2527472527472527,0.0671140939597315,0.0709876543209876,0.1594202898550724,0.3260869565217391,0.0333333333333333,0.4761904761904761,0.403899721448468,0.2222222222222222,2024,4,5,23,0,1.0
2024-04-06 01:00:00,0.2244318181818181,0.0515873015873015,0.1458333333333333,0.3186813186813186,0.0067114093959731,0.0493827160493827,0.1594202898550724,0.3695652173913043,0.0333333333333333,0.3809523809523809,0.4317548746518105,0.1388888888888888,2024,4,6,1,0,0.8625000019868215
2024-04-06 02:00:00,0.1789772727272727,0.0238095238095238,0.1006944444444444,0.2527472527472527,0.0268456375838926,0.0771604938271604,0.1594202898550724,0.4021739130434782,0.05,0.3333333333333333,0.5041782729805014,0.1111111111111111,2024,4,6,2,0,1.0
2024-04-06 03:00:00,0.1278409090909091,0.0079365079365079,0.0659722222222222,0.1868131868131868,0.0536912751677852,0.0895061728395061,0.217391304347826,0.4021739130434782,0.0333333333333333,0.2857142857142857,0.5181058495821728,0.1666666666666667,2024,4,6,3,0,1.0
2024-04-06 04:00:00,0.1278409090909091,0.0119047619047619,0.0833333333333333,0.2307692307692308,0.0335570469798657,0.0524691358024691,0.144927536231884,0.4130434782608695,0.0333333333333333,0.2857142857142857,0.6211699164345404,0.1388888888888888,2024,4,6,4,0,1.0
2024-04-06 05:00:00,0.1249999999999999,0.0158730158730158,0.0798611111111111,0.2087912087912088,0.0402684563758389,0.074074074074074,0.2608695652173913,0.4891304347826087,0.0333333333333333,0.238095238095238,0.6044568245125349,0.1666666666666667,2024,4,6,5,0,1.0
2024-04-06 06:00:00,0.1534090909090909,0.0436507936507936,0.1180555555555555,0.2527472527472527,0.0134228187919463,0.0802469135802469,0.2898550724637681,0.5217391304347826,0.05,0.238095238095238,0.5403899721448469,0.1111111111111111,2024,4,6,6,0,1.0
2024-04-06 07:00:00,0.2869318181818182,0.1587301587301587,0.2222222222222222,0.2637362637362637,0.0067114093959731,0.0895061728395061,0.3188405797101449,0.5434782608695652,0.0666666666666666,0.1904761904761904,0.479108635097493,0.0277777777777777,2024,4,6,7,0,1.0
2024-04-06 09:00:00,0.2812499999999999,0.123015873015873,0.2326388888888889,0.3956043956043956,0.1006711409395973,0.1203703703703703,0.3043478260869565,0.4021739130434782,0.05,0.3333333333333333,0.1643454038997214,0.1111111111111111,2024,4,6,9,0,1.0
2024-04-06 10:00:00,0.2159090909090909,0.0753968253968253,0.1840277777777777,0.3736263736263736,0.1879194630872483,0.1049382716049382,0.2608695652173913,0.3043478260869565,0.05,0.4285714285714285,0.2757660167130919,0.1666666666666667,2024,4,6,10,0,1.0
2024-04-06 11:00:00,0.1164772727272727,0.0238095238095238,0.0729166666666666,0.1648351648351648,0.2953020134228188,0.0987654320987654,0.2753623188405797,0.2282608695652174,0.0333333333333333,0.5714285714285713,0.362116991643454,0.1944444444444444,2024,4,6,11,0,1.0
2024-04-06 12:00:00,0.0710227272727272,0.0079365079365079,0.0173611111111111,0.0329670329670329,0.3825503355704698,0.0462962962962962,0.1159420289855072,0.1739130434782608,0.0333333333333333,0.619047619047619,0.4317548746518105,0.3333333333333333,2024,4,6,12,0,1.0
2024-04-06 13:00:00,0.0681818181818181,0.0039682539682539,0.0173611111111111,0.0329670329670329,0.4630872483221476,0.0617283950617283,0.1594202898550724,0.1521739130434782,0.0333333333333333,0.6666666666666666,0.4178272980501392,0.3333333333333333,2024,4,6,13,0,1.0
2024-04-06 15:00:00,0.0823863636363636,0.0039682539682539,0.0208333333333333,0.0439560439560439,0.5838926174496645,0.0586419753086419,0.1159420289855072,0.1304347826086956,0.0333333333333333,0.761904761904762,0.5041782729805014,0.2777777777777778,2024,4,6,15,0,1.0
2024-04-06 16:00:00,0.0767045454545454,0.0039682539682539,0.0173611111111111,0.0439560439560439,0.5973154362416108,0.0802469135802469,0.1739130434782608,0.1413043478260869,0.05,0.8095238095238094,0.3871866295264624,0.3333333333333333,2024,4,6,16,0,1.0
2024-04-06 17:00:00,0.0795454545454545,0.0039682539682539,0.0173611111111111,0.0439560439560439,0.5637583892617449,0.1203703703703703,0.2463768115942028,0.1847826086956521,0.05,0.761904761904762,0.4958217270194986,0.3888888888888889,2024,4,6,17,0,1.0
2024-04-06 18:00:00,0.0994318181818181,0.0039682539682539,0.0243055555555555,0.0549450549450549,0.3825503355704698,0.1574074074074073,0.217391304347826,0.25,0.05,0.7142857142857143,0.5710306406685237,0.5833333333333334,2024,4,6,18,0,1.0
2024-04-06 19:00:00,0.1051136363636363,0.0039682539682539,0.0277777777777777,0.0769230769230769,0.2953020134228188,0.1635802469135802,0.2318840579710145,0.2717391304347826,0.0333333333333333,0.6666666666666666,0.5626740947075209,0.5555555555555557,2024,4,6,19,0,1.0
