date,CO,NO,NOX,NO2,O3,PM10,PM25,RH,SO2,TMP,WDR,WSP,year,month,day,hour,minute,traffic
23/02/2024 14:00,0.15625,0.011904762,0.083333333,0.2307692307692308,0.5906040268456376,0.1203703703703703,0.391304348,0.086956522,0.1,0.6666666666666666,0.1448467966573816,0.1944444444444444,2024,2,23,14,0,0.931333343187968
23/02/2024 15:00,0.1619318181818181,0.011904762,0.086805556,0.2417582417582417,0.6577181208053692,0.1203703703703703,0.391304348,0.065217391,0.1,0.7142857142857143,0.066852368,0.2777777777777778,2024,2,23,15,0,0.9546666741371156
23/02/2024 16:00,0.1477272727272727,0.007936508,0.065972222,0.1868131868131868,0.6912751677852349,0.1111111111111111,0.3478260869565217,0.032608696,0.083333333,0.761904762,0.04178273,0.1944444444444444,2024,2,23,16,0,0.9146666725476584
23/02/2024 17:00,0.1420454545454545,0.003968254,0.052083333,0.1538461538461538,0.7516778523489933,0.1018518518518518,0.3333333333333333,0.02173913,0.083333333,0.8095238095238094,0.016713092,0.25,2024,2,23,17,0,1.0
26/02/2024 15:00,0.1022727272727272,0.007936508,0.034722222,0.087912088,0.3892617449664429,0.030864198,0.086956522,0.086956522,0.066666667,0.7142857142857143,0.1058495821727019,0.25,2024,2,26,15,0,1.0
26/02/2024 16:00,0.1079545454545454,0.011904762,0.048611111,0.1208791208791209,0.4026845637583892,0.049382716,0.144927536,0.065217391,0.066666667,0.761904762,0.2896935933147632,0.25,2024,2,26,16,0,0.8970000147819519
26/02/2024 17:00,0.1079545454545454,0.011904762,0.048611111,0.1318681318681318,0.3892617449664429,0.080246914,0.1594202898550724,0.054347826,0.066666667,0.8095238095238094,0.6963788300835655,0.3055555555555556,2024,2,26,17,0,1.0
26/02/2024 18:00,0.1306818181818181,0.011904762,0.076388889,0.2087912087912088,0.3691275167785235,0.061728395,0.1304347826086956,0.054347826,0.066666667,0.761904762,0.4986072423398328,0.2777777777777778,2024,2,26,18,0,1.0
26/02/2024 19:00,0.1704545454545454,0.015873016,0.1076388888888889,0.2967032967032967,0.2818791946308724,0.089506173,0.1739130434782608,0.108695652,0.066666667,0.7142857142857143,0.1866295264623955,0.3333333333333333,2024,2,26,19,0,1.0
26/02/2024 20:00,0.1761363636363636,0.003968254,0.0625,0.1978021978021978,0.3422818791946309,0.132716049,0.1884057971014492,0.217391304,0.066666667,0.619047619,0.2311977715877437,0.3611111111111111,2024,2,26,20,0,1.0
26/02/2024 21:00,0.2272727272727272,0.003968254,0.086805556,0.2747252747252747,0.2818791946308724,0.1296296296296296,0.2028985507246376,0.2391304347826087,0.083333333,0.5714285714285713,0.3147632311977715,0.2777777777777778,2024,2,26,21,0,1.0
26/02/2024 22:00,0.2727272727272727,0.007936508,0.1145833333333333,0.3516483516483517,0.2013422818791946,0.1296296296296296,0.217391304,0.2608695652173913,0.066666667,0.4761904761904761,0.3314763231197771,0.1666666666666667,2024,2,26,22,0,1.0
27/02/2024 13:00,0.1704545454545454,0.01984127,0.09375,0.2417582417582417,0.4026845637583892,0.1604938271604938,0.4057971014492753,0.1739130434782608,0.1,0.619047619,0.077994429,0.25,2024,2,27,13,0,0.8415000140666962
27/02/2024 14:00,0.1278409090909091,0.015873016,0.065972222,0.1648351648351648,0.4563758389261745,0.1111111111111111,0.2898550724637681,0.1195652173913043,0.1,0.7142857142857143,0.1253481894150417,0.25,2024,2,27,14,0,0.967799997329712
27/02/2024 15:00,0.1363636363636363,0.007936508,0.0625,0.1758241758241758,0.5570469798657718,0.092592593,0.2318840579710145,0.1195652173913043,0.1,0.761904762,0.055710306,0.25,2024,2,27,15,0,0.910500019788742
27/02/2024 16:00,0.1306818181818181,0.003968254,0.041666667,0.1098901098901099,0.6442953020134228,0.1882716049382716,0.2898550724637681,0.097826087,0.1,0.761904762,0.052924791,0.25,2024,2,27,16,0,0.9794000029563904
27/02/2024 17:00,0.1164772727272727,0.003968254,0.027777778,0.076923077,0.6174496644295302,0.2067901234567901,0.3478260869565217,0.086956522,0.1,0.8095238095238094,0.086350975,0.1944444444444444,2024,2,27,17,0,0.90900000333786
27/02/2024 18:00,0.1477272727272727,0.003968254,0.048611111,0.1428571428571428,0.6375838926174496,0.1604938271604938,0.3043478260869565,0.108695652,0.1,0.8095238095238094,0.08913649,0.3055555555555556,2024,2,27,18,0,1.0
27/02/2024 19:00,0.1732954545454545,0.003968254,0.0625,0.1868131868131868,0.4161073825503356,0.2129629629629629,0.3333333333333333,0.1739130434782608,0.083333333,0.6666666666666666,0.2423398328690807,0.4166666666666667,2024,2,27,19,0,1.0
27/02/2024 20:00,0.1761363636363636,0.003968254,0.059027778,0.1758241758241758,0.3825503355704698,0.2561728395061728,0.2753623188405797,0.2065217391304347,0.083333333,0.5714285714285713,0.2367688022284122,0.3888888888888889,2024,2,27,20,0,1.0
27/02/2024 21:00,0.1647727272727272,0.003968254,0.055555556,0.1648351648351648,0.3825503355704698,0.1790123456790123,0.2608695652173913,0.2282608695652174,0.083333333,0.5714285714285713,0.1420612813370473,0.4722222222222222,2024,2,27,21,0,1.0
27/02/2024 22:00,0.2045454545454545,0.003968254,0.076388889,0.2307692307692308,0.3087248322147651,0.169753086,0.2898550724637681,0.2282608695652174,0.083333333,0.5238095238095238,0.1615598885793871,0.25,2024,2,27,22,0,1.0
27/02/2024 23:00,0.2443181818181818,0.007936508,0.1215277777777777,0.3626373626373626,0.2080536912751678,0.132716049,0.2753623188405797,0.2608695652173913,0.083333333,0.4761904761904761,0.2089136490250696,0.1666666666666667,2024,2,27,23,0,1.0
